id_cas;cas_nom_dossier;cas_zone_nom;cas_zone_code;cas_zone_type;cas_AAAA;cas_MM;cas_JJ;cas_resume;cas_resume_web;cas_public;cas_temoignages_nb;cas_temoins_nb;cas_temoins_nb_approx;cas_nb_PAN;cas_nb_PAN_approx;cas_MinCercleInscrit_Lat;cas_MinCercleInscrit_Lng;cas_MinCercleInscrit_Err;cas_date_maj;cas_etrangete;cas_etrangete_err;cas_etrangete_calc;cas_etrangete_calc_err;cas_fiabilite;cas_fiabilite_err;cas_fiabilite_calc;cas_qte_information;cas_qte_information_calc;cas_consistance;cas_consistance_calc;cas_consistance_calc_err;cas_classification;cas_classification_calc;cas_numEtude
1411;"CAORCHES-SAINT-NICOLAS (27) 06.07.1990";Eure;27;"(D) Departement";1990;07;06;"Le 11 juillet 1990, le SEPRA est informe via les medias de la decouverte d'un important cratere apparu dans un champ.<br> Le cratere fait 14 m de diametre avec une couronne de terre effrondree de 2,5 m environ et un tumulus central de 4,5 m sur 1,5 m de hauteur. A l 'examen des roches et des gros blocs remontes du sous-sol deux hypotheses sont retenues :<br> 	La chute d'une grosse meteorite<br> 	Une explosion en sous-sol<br> Un tracto pelle est mobilise pour explorer le cratere en procedant doucement par strates de 50 e 70 cm. L'exploration se poursuit ainsi jusqu'e 7 metres de profondeur. Au fur et e mesure des investigations, des fragments de tele sont retrouves e diverses profondeurs. Vingt cinq fragments metalliques sont ainsi recuperes ce qui exclut l'hypothese de la chute d'une meteorite au profit de l'explosion probable en sous-sol d'une bombe datant de la seconde guerre mondiale.<br>  Les fragments ont ete expedies au laboratoire de l'armement de la DGA dont les conclusions confirment l'hypothese envisagee. La reconstitution de l'engin a permis en effet d'identifier une bombe incendiaire de 250 kg d'origine britannique ou americaine et probablement fabriquee en avril 1942.";"Observation d'un cratere dans un champ , vraisemblablement une bombe de la dernere guerre qui a explose.";O;1;;;;;;;;2012-01-10;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1990-07-01209
1412;"(DEP) PAS-DE-CALAIS (62) 17. 07.1990";Pas-de-Calais;62;"(D) Departement";1990;07;17;"Dans la nuit du 17 au 18 juillet 1990, de nombreux temoins dont une patrouille de gendarmes observent jusqu'e 13 objets se deplaeant sans bruit avec des feux clignotants. L'un des temoins mentionne une forme de cerf volant.  IL s'agit tres probablement de confusion avec des aeronefs. Cette observation est e rapprocher avec le depart le meme jour du tour de France aerien des jeunes pilotes.";"Observation d'un objet de la forme d'un losange volant horizontalement avec des lumieres jaunes et rouges et se deplaeant e tres grande vitesse et sans bruit";O;7;;;;;;;;2007-03-22;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1990-07-01210
1413;"ILE-D'OLONNE (L') (85) --.--.199-";Vendee;85;"(D) Departement";199-;--;--;"Le temoin relate en 2008 un observation faite durant un ete entre 1990 et 1993 (la date du 01/06/1990 est donnee arbitrarement).<br> Un soir, vers 23h, alors qu'il s'appretait e faire du camping avec un copain dans son jardin, le temoin, age d'une dizaine d'annees, observe depuis l'entree de sa tente l'arrivee dans le ciel degage de trois lumieres blanches delimitant une forme triangulaire opaque de grande taille. Le phenomene se deplace silencieusement et tres lentement au-dessus du bourg sur une trajectoire rectiligne. Durant l'observation de courte duree le temoin e l'impression que le triangle principal est forme par un ensemble de triangles des e d'autres lumieres. Le jeune gareon est effaye et son copain n'a pas le temps de voir le phenomene. Un seul temoignage est recueilli. <br> Ce temoignage n'est pas exploitable par le GEIPAN. En effet il s'agit d'une observation faite par un enfant rapportee 18 ans apres les faits sans qu'il soit precise la date (ni meme l'annee) de l'observation. Le GEIPAN n'est meme pas en mesure de rechercher dans sa base et faire des rapprochements avec des temoignages voisins en lieu et/ou date. <br>  En consequence le GEIPAN classe ce cas en C :  manque d'information.";"Courte observation du passage lent et silencieux d'un phenomene delimite par trois lumieres blanches dans le ciel nocturne d'ete : manque d'information.";O;;;;;;;;;2017-06-06;;;0.50;0.00;;;0.30;;0.60;;0.20;0.00;C;C;1990-07-02028
1414;"VILLERS-SAINT-GENEST (60) --.07.1990";Oise;60;"(D) Departement";1990;07;--;"Un temoin rapporte en 2012 une observation faite entre juillet et aout 1990 (la date du 1er juillet 1990 est donnee arbitrairement, le temoin ne se souvenant pas exactement de la date du jour). Cette personne relie egalement e cette premiere observation un evenement particulier arrive en 2005.<br>  Adolescente, le temoin observe les etoiles avec son frere depuis la chambre de la maison familiale vers minuit et demi. Tous les deux constatent qu'un point lumineux se rapproche et qu'un appareil gigantesque, noir et silencieux se stabilise devant la maison. Les enfants entendront des voix et effrayes se cacheront sous un bureau jusqu'au depart de l'engin. Ils est 2h30 lorsqu'ils sortent de leur cachette, etonnes d'etre restes caches si longtemps.<br> Lors d'une nuit  en 2005, le temoin principal ,se reveillant fort agitee, se souvient que durant le temps tres long oe son frere et elle etaient caches, elle etait montee e bord de l'engin.  Elle s'etait retrouvee entouree de six etres discutant entre eux e son propos et qu'elle etait completement terrorisee. Le temoin s'etait soudain retrouvee sous le bureau dans la chambre de la maison.<br>   Le temoin a relate une observation de PAN en 1990, puis une rencontre etrange en 2005. Le recit des deux cas a ete fourni pour expertise e un chercheur de l'Universite de Toulouse, membre d'un laboratoire du CNRS, specialiste des temoignages oculaires.<br> Le resultat de cette expertise conclut que le debut de la premiere observation a ete reellement vecue par le temoin (le debut du temoignage fait penser e un passage de satellite) ; cependant l'anciennete de l'observation ainsi que le manque d'informations (la date, l'heure) ne permettent pas d'aboutir e une conclusion nette.<br> La deuxieme experience est plus recente mais les conclusions mettent en evidence des indicateurs forts de recits non-vecus, ce qui est appele e faux souvenir e, c'est-e-dire des souvenirs adoptes par le temoin en toute sincerite, mais issus d'une construction involontaire de la part du temoin. L'apparition des faux souvenirs peut intervenir chez des temoins ayant vecus un etat de stress post-traumatique (dans le cas present, le temoin garde un souvenir traumatisant de la premiere experience avec des repercussions sur son etat de sante (trouble de la memoire).<br> Ce cas est classe ""C"" : non exploitable par manque d'informations precises.";"Temoignage recent mais imprecis d'une observation ancienne d'un point lumineux suivi d'un recit de rencontre etrange : manque d'informations.";O;1;;;;;;;;2013-01-24;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1990-07-08305
1415;"LASSAY LES CHATEAUX (53) 1990";Mayenne;53;"(D) Departement";1990;08;19;"Le 19 aout 1990 vers 22h45 le proprietaire d'une ferme observe au-dessus d'un batiment une forme stationnaire rouge puis une autre verte. Effraye il rentre e la maison. Un feu d'artifice a ete tire le meme jour dans le meme creneau horaire et est peut-etre e l'origine de l'observation.  L'annee suivante afin de valider cette hypothese, les gendarmes reviennent e la ferme afin de constater les effets du feu d'artifice. Le temoin n'a pas reconnu les observations de l'annee precedente mais il n'etait pas place dans les memes conditions (il savait ce qu'il allait voir) et l'hypothese du feu d'artifice reste privilegiee.";"Observation de phenomenes vert et rouge stationnaires quelques instants au dessus du batiment d'une ferme";O;4;;;;;;;;2007-03-22;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1990-08-01211
1416;"ARZENC-DE-RANDON (48) 23.08.1990";Lozere;48;"(D) Departement";1990;08;23;"Le 23 aoet 1990 vers 23 heures, un temoin observe pendant 30 e 40 secondes un eclat lumineux tres vif cadence e 3 secondes environ qui se deplace tres rapidement.  Aucune autre information disponible sur cette observation.";"Observation d'un eclat lumineux tres vifs avec un cadencement de 3 secondes environ";O;1;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1990-08-01212
1418;"LONGUENESSE (62) 08.09.1990";Pas-de-Calais;62;"(D) Departement";1990;09;08;"Observation durant plusieurs jours et durant plusieurs heures e partir de 21h30 de formes ovoides avec des feux rouges et verts qui se deplacent lentement ou restent stationnaires. Cette observation a ete faite par plusieurs temoins ainsi que par une patrouille de la Police Nationale.  Le phenomene n'a pu etre identifie bien qu'il puisse faire penser e des lasers d'une discotheque lilloise. Il peut egalement etre rapproche de l'observation du 17 juillet si l'hypothese d'un passage d'aeronefs n'est pas la bonne.";"Observation d'une forme ovoide avec feux rouge et vert avec un deplacement lent ou stationnaire";O;3;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;D;C;1990-09-01214
1419;"MOOSCH (68) 19.09.1990";Haut-Rhin;68;"(D) Departement";1990;09;19;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A, B, C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification.<br> 
Ce cas d'observation precedemment classe D et nomme THANN (68) 1990 fait partie d'un ensemble de cas reexamines recemment.<br>

Le 19 septembre 1990 vers 21h45 un couple et deux enfants observent les evolutions dans le ciel couvert d'une forme ovoede de couleur blanche laiteuse. Cette forme effectue au-dessus de la foret de MOOSCH des deplacements et mouvements giratoires avant de disparaetre. Une enquete de voisinage a permis de trouver 4 autres temoins ayant vu des phenomenes similaires les 19, 20 et 21 septembre.<br>

Lors de l'observation, le GEIPAN n'avait pas (ou peu) d'experience de ces observations. Les cas accumules depuis (faire recherche de cas sur www.geipan.fr avec mot clef skyrose, skytracer, ou laser) permettent d'affirmer que la presente observation est parfaitement conforme e l'hypothese d'une tache lumineuse sur le plafond nuageux creee par l'utilisation d'un projecteur au sol (voir le compte rendu d'enquete) :<br>
- forme eovoede e, selon la perspective creee par l'angle d'observation ;<br>
- mouvements de va-et-vient et rotatifs ;<br>
- presence d'une couverture nuageuse ;<br>
- couleur blanche ;<br>
- luminosite et aspect general du PAN decrit par les temoins comme etant e opaque e, e laiteux e et      e sans eclat e ; lumiere diffuse n'eclairant pas les environs.<br>

Compte tenu de cette forte conformite, l'hypothese est e retenir malgre le fait que le jour de l'observation soit un mercredi soir (et non un week-end plus propice e un evenement festif) et qu'aucune trace d'une quelconque manifestation locale ou privee n'ait ete trouvee. En effet, 30 ans apres, cette absence de trace n'est pas determinante, rien ne permet d'infirmer l'existence d'un tel evenement ou bien d'une seance de reglage en semaine (cela n'a dure que 15 minutes) pour un evenement tenu lors d'un week-end qui lui n'aurait pas provoque d'etrangete dans le ciel en raison de conditions meteorologiques differentes.<br>

La consistance est correcte, avec une enquete realisee sur place par les Gendarmes. On pourra regretter cependant l'absence de releves angulaires et de photographies ou de videos prises au moment des faits par les temoins.<br>
En consequence le GEIPAN classe en B : observation d'animations lumineuses (laser, skytracer)";"Observations nocturnes, dans le ciel couvert, des evolutions (mouvements de va-et-vient et rotatifs) d'une forme ovoede de couleur laiteuse : probables observations d'animations lumineuses de laser (skytracer).";O;2;2;;1;;;;;2018-07-18;;;0.30;0.00;;;0.70;;0.70;;0.50;0.00;B;B;1990-09-01215
1420;"PRIVAS (07) 1990";Ardeche;07;"(D) Departement";1990;09;24;"Le 24 septembre 1990 vers 22h15, cinq temoins sont intrigues par 3 boules lumineuses blanc-jaunes e contours flous, comme vues e travers les nuages. Un sixieme temoin habitant dans une localite voisine indique que ces lumieres etaient le reflet sur les nuages de trois gros projecteurs poses au sol.";"Observation de 3 boules lumineuses dans le ciel : reflet de lumiere sur les nuages.";O;5;5;;1;;;;;2007-03-22;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1990-09-01216
1421;"THIANT (59) 26.09.1990";Nord;59;"(D) Departement";1990;09;26;"Le 26 septembre 1990 e 17 heures un femme regarde sa television et son attention est attiree e travers sa fenetre par une boule lumineuse qui se dirige vers la maison. Elle est effrayee et appelle ses deux voisines qui assisteront au phenomene.  Apres une ascension, la boule redescend pour stationner au-dessus d'un arbre. A ce moment, elle devient tres lumineuse eclaire toute la zone en aveuglant les temoins. L'ensemble de l'observation a dure 5 e 6 minutes.  Aucune explication n'a pu etre donnee e ce phenomene.";"Observation d'une grosse boule lumineuse pendant 5 e 6 minutes";O;4;;;;;;;;2007-03-22;;;0.75;0.25;;;;;;;0.78;0.23;D;D;1990-09-01217
1425;"NOYAL-SUR-VILAINE (35) 26.10.1990";Ille-et-Vilaine;35;"(D) Departement";1990;10;26;"Le 26 octobre 1990 en rentrant de son travail, un temoin au volant de sa voiture observe un objet triangulaire, gros comme un avion, changeant de direction et se deplaeant sans bruit.  Aucune identification du phenomene n'a ete possible.";"Observation d'un objet triangulaire , gros comme un avion , changeant de direction et se deplaeant sans bruit";O;1;;;;;;;;2007-03-22;;;0.75;0.25;;;;;;;0.78;0.23;D;D;1990-10-01224
1428;"RENTREE ATMOSPHERIQUE 5 NOVEMBRE 1990";France;FR;"(N) National";1990;11;05;"Il est 20 heures le 5 novembre 1990 lorsque les services de securite du CNES sont submerges d'appels en provenance de nombreuses brigades de gendarmerie signalant un etrange phenomene lumineux ayant traverse une grande partie de la France vers 19 heures.
<br> Durant plus d'une semaine, le SEPRA recevra de nombreux appels de temoins demandant des explications e propos ""d'un immense triangle lumineux"" qui traversant le ciel. Parmi les temoins J.P. Haignere, spationaute au CNES confirmera l'etrangete du phenomene. Au centre de lancement de ballons d'Aire-sur-Adour, les techniciens retarderont un lancement pour observer le phenomene ! <br> Le service du SEPRA est renforce pour l'occasion, et la recherche d'informations commence aupres des autorites aeriennes civiles et militaires, des services de meteorologie et de la NASA pour une eventuelle rentree atmospherique.<br> La reponse de la NASA arrive le 8 novembre en indiquant, pour le 5 novembre, la rentree de l'objet ""20925/1990  94C / GORIZONT 21 PLATFORM / USSR"". Les services d'orbitographie du CNES confirment la trajectoire de cette rentree qui traversa la France du golfe de Gascogne e l'Alsace. Cette information est fournie aux agences de presse le 9 novembre 1990. A noter qu'un temoin, membre d'un reseau d'observation particulierement efficace, informait le SEPRA des le 6 novembre qu'il s'agissait de la rentree 90/94C et qu'il etait passe e 103 km au-dessus du golfe de Gascogne pour sortir dans l'est de la France e 83 km d'altitude.<br> Le survol d'un nuage de debris d'un 3eme etage de fusee sovietique PROTON se passe e une altitude de 100 e 50 km et e une vitesse decroissante de 7 e 2km/s (25 000 e7 200km/h). Or un temoin, quel qu'il soit, ne peut pas estimer la distance d'un objet inconnu, a fortiori des points lumineux, de nuit. Cependant son cerveau estime inconsciemment une distance, e partir de l'intensite lumineuse du phenomene. (voir l'explication sur <b><a href=""http://www.cnes-geipan.fr/index.php?id=380"">l'estimation de taille et de distance d'un phenomene inconnu</a></b>.)<br> Cet ensemble de debris en fusion, suivi de traenees, s'etire dans l'espace sur plusieurs dizaines de kilometres selon la forme et la composition des pieces metalliques. Et c'est la puissance lumineuse du phenomene qui l'a fait paraetre proche aux temoins.<br> Cette illusion de proximite est constatee e chaque observation de <b><a href=""http://www.cnes-geipan.fr/index.php?id=368"">bolide</a></b>.<br> Cette illusion de perception, dite illusion de distance, est bien connue des psychologues de la perception visuelle. Tout comme l'illusion de contour ou illusion de forme : dans ce cas lorsqu'un observateur voit un ensemble de points se deplacer ensemble, son cerveau construit un objet virtuel portant ces points. Voir l'article sur <b><a href=""http://fr.wikipedia.org/wiki/Psychologie_de_la_forme"">la psychologie de la forme</a></b>.<br>. Or la majorite des temoignages de la rentree atmospherique du 5 novembre 1990 relatent l'observation d'un engin sombre, muni de multiples lumieres, volant e basse altitude, de l'O-SO vers le E-NE.<br> Les temoignages sont conformes e l'observation d'un nuage de debris en fusion issus de la fragmentation du 3 eme etage de fusee PROTON rentrant dans l'atmosphere :<br> -l'heure d'observation et sa duree,<br> -les multiples points lumineux,<br> -la direction d'observation: voir <b><a href=""http://www.cnes-geipan.fr/index.php?id=181&no_cache=1&tx_ttnews[backPid]=211&tx_ttnews[tt_news]=183"">la nouvelle simulation de la rentree atmospherique du 05.11.1990</a></b>,<br> -la taille apparente (des temoins sont surpris de voir que la taille apparente ne varie pas au cours du passage : preuve que l'objet est tres lointain).<br>  Le GEIPAN classe ce cas ""A"" comme observation de la rentree dans l'atmosphere du 3eme etage d'une  fusee PROTON.<br> Plusieurs temoins, tres choques par leur observation, n'ont pas admis cette explication.";"Observation par des milliers de personnes d'une rentree atmospherique d'une ampleur exceptionnelle : rentree dans l'atmosphere du 3eme etage d'une fusee sovietique PROTON.";O;582;;;;;;;;2015-06-15;;;0.13;0.12;;;0.90;;0.80;;0.53;0.47;A;A;1990-11-01225
1429;"SUD-OUEST 06.11.1990";France;FR;"(N) National";1990;11;06;"Le 6 novembre 1990 vers 22h00 plusieurs temoins dans differents departements du Sud-Ouest ont observe une boule de feu orangee qui s'est desintegree sans bruit. <br>  Sans l'ampleur de la rentree atmospherique de la veille, il s'agit vraisemblablement le d'une autre rentree atmospherique.";"Observations d'une boule de feu qui se desintegre. Probable rentree atmospherique.";O;8;;;;;;;;2012-01-17;;;0.27;0.13;;;;;;;0.60;0.40;B;B;1990-11-01226
1430;"REGION OUEST 24.11.1990";France;FR;"(N) National";1990;11;24;"Le 24 novembre 1990 dans la region de Nantes plusieurs temoins observent d'une dizaine de boules lumineuses se deplaeant e grande vitesse.<br> L'enquete montrera qu'il s'agissait de rampes laser installees par EDF e l'occasion des festivites du 20eme anniversaire de la centrale de Cordennais. Ces laser etaient visibles e 40 km.";"Observation de boules lumineuses provenant de spots laser";O;10;;;;;;;;2011-06-09;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1990-11-01228
1436;"TAHAA (TAHITI) 1991";"Polynesie franeaise";987;"(D) Departement";1991;02;03;"Observation par deux temoins independants d'une boule de lumiere intense qui s'est abimee en mer avec un bruit important comme une explosion. Il s'agit d'une probable rentree atmospherique sans qu'il soit possible de determiner si elle est naturelle ou artificielle.";"Observation d'une probable rentree atmospherique";O;2;;;;;;;;2007-03-22;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1991-02-01230
1439;"MESLIN (22) 06.03.1991";Cetes-d'Armor;22;"(D) Departement";1991;03;06;"Le 06 mars 1991 observation par un temoin d'un point lumineux plus gros qu'une etoile. L'explication d'un laser d'une discotheque voisine n'a pu etre retenu car ce jour le l'etablissement etait ferme. Aucune autre information n'a pu etre recueillie.";"Observation d'un point lumineux plus gros qu'une etoile : manque d'information.";O;1;1;;1;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1991-03-01232
1441;"FLORANGE (57) 28.03.1991";Moselle;57;"(D) Departement";1991;03;28;"Observation par un temoin en voiture de 3 lumieres disposees en triangle dans le ciel. L'observation de ce phenomene etait accompagnee d'un ronflement continu. Aucun autre temoin ni aucune autre information n'ont pu etre recueillis.";"Observation de lumieres disposees en triangle dans le ciel : manque d'information.";O;1;1;;1;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1991-03-01234
1442;"VIVIEZ (12) --.--.1991";Aveyron;12;"(D) Departement";1991;--;--;"Observation par un temoin depuis son domicile d'un point lumineux. Cette observation s'est reproduite plusieurs jours d'affilee vers 21 heures. Aucune autre information disponible.";"Observation periodique d'un point lumineux : manque d'information.";O;1;1;;1;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1991-03-01235
1443;"SARRAMEA (988) 19.04.1991";Nouvelle-Caledonie;988;"(D) Departement";1991;04;19;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A, B, C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification.<br>
Ce cas d'observation precedemment classe D et nomme LA FOA (988) 19.04.1991 fait partie d'un ensemble de cas reexamines recemment.<br>

Le 19 avril 1991 vers 17h-17h30, trois temoins sont au sommet d'un plateau non boise au niveau du col d'Amieu sur la commune de SARRAMEA en Nouvelle Caledonie. Ils observent soudain le passage de deux phenomenes lumineux dans le ciel degage. Malgre leurs courtes observations (de 2 e 3 secondes pour T1 et T2) e une dizaine de secondes (pour T3), ils decrivent un phenomene de forme circulaire (""disques"",""forme ronde"", ""boule""), aux couleurs variees (T1 ""argente"", T2 ""vert fluorescent"" et T3 ""bleu, rose, vert fluorescent) se deplaeant silencieusement sur une trajectoire rectiligne Est-Ouest. Les temoins perdent de vue le phenomene cache par des arbres. T1 pense e la desagregation d'un satellite. L'enquete de gendarmerie exclut un vol d'aeronef.<br>

D'etrangete faible mais de bonne consistance (3 temoins, temoignages assez precis), ce cas s'avere etre tres probablement une observation d'une rentree de meteoroede (voir le compte-rendu d'enquete).<br>
La description du PAN fournie par les temoins est en effet caracteristique de ce type de phenomene : deplacement tres rapide de 2 objets lumineux, duree d'observation de 2 e 3 secondes.<br>
Cette conclusion est bien plus facile aujourd'hui qu'il y a 27 ans. Le GEIPAN a depuis accumule beaucoup de temoignages, et de nos jours plusieurs sites enregistrent les temoignages de rentrees naturelles de meteoroedes. On peut constater que ces rentrees peuvent etre observees de jour, avec une ou plusieurs lueurs (fragmentation), avec ou sans son. Le cas du 8 avril 2018 enregistre aux USA est un exemple parmi d'autres de cas similaires e celui de nos temoins. C'etait de jour, il y avait plusieurs observateurs, plusieurs lueurs (fragmentation), pas de trainees, pas de son (voir l'exemple sur le site <b><a href=""http://fireballs.imo.net/members/imo_view/event/2018/1337"">IMO</a></b>).<br>
La courte duree de l'observation ainsi que la trajectoire de l'Est vers l'Ouest va e l'encontre d'une eventuelle rentree de satellite. Ce qui a egalement ete confirme par l'absence de rentree artificielle enregistree pouvant correspondre.<br>
Le cas est classe A : observation tres probable d'une rentree de meteoroede.
";"Courtes observations du passage rapide et silencieux de 2 disques de couleur tres lumineux dans le ciel de la Nouvelle Caledonie : observations tres probables d'une rentree de meteoroede.";O;3;3;;1;;;;;2018-06-20;;;0.20;0.00;;;0.80;;0.80;;0.65;0.00;A;A;1991-04-01236
1447;"MAULE (78) 23.07.1991";Yvelines;78;"(D) Departement";1991;07;23;"Le 23 juillet vers 11h30, un temoin observe un phenomene blanc tres lumineux et silencieux de la taille d'un petit avion de tourisme durant 15 secondes environ.  Aucune autre information disponible.";"Observation d'un phenomene tres lumineux blanc de la taille d'un petit avion de tourisme";O;1;;;;;;;;2007-03-22;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1991-07-01240
1448;"LISIEUX (14) 04.08.1991";Calvados;14;"(D) Departement";1991;08;05;"Le 5 aoet 1991 vers 2h20 deux gendarmes en patrouille observent une sphere rouge d'environ 80 cm de diametre se deplaeant tres rapidement et sans bruit e une quinzaine de metres du sol. La duree du phenomene a ete tres breve.  Les declarations des deux gendarmes sont concordantes et le phenomene n'a pu etre identifie.";"Observation d'une sphere rouge se deplaeant e grande vitesse.";O;2;;;;;;;;2010-03-29;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1991-08-01241
1449;"SAINT-LARY (32) 06.08.1991";Gers;32;"(D) Departement";1991;08;06;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque en cas de type e C e et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification explicite dans une note d'enquete. Ce cas d'observation fait partie de cas classes e C e en 1991 par le SEPRA et precedemment nomme JEGUN (32) du nom de la brigade de gendarmerie.<br>  Le 6 aoet 1991 e 0h15, la gendarmerie de JEGUN (32) est avisee par un couple de temoins habitant e Saint-Lary (32) de la presence d'une lueur particuliere dans le ciel. Le permanent apereoit egalement le phenomene e partir de 0h35 et l'observe minutieusement, e l'aide de jumelles, jusqu'e 1h29.<br> Ce cas est consistant (trois temoins, dont un gendarme), la description du PAN observe est assez precise. La sincerite et la credibilite des temoins n'ont jamais ete mises en doute.<br>  Le phenomene decrit presente beaucoup de caracteristiques communes (duree d'observation, taille, couleur) avec un objet astronomique parfaitement connu : Capella. De plus, cette etoile  presente une couleur parfaitement coherente avec celle du PAN. <br>  Ce n'est pas la perception visuelle des temoins qui est en cause, mais l'interpretation que les temoins font de leur observation e e travers leur ressenti (etonnement, fatigue, observation de nuit).<br>   Dans la classification actuelle du GEIPAN, ce cas d'etrangete faible est classe comme PAN A, observation liee avec une meprise avec l'etoile Capella.";"Observation d'un point lumineux changeant de couleur : meprise astronomique avec l'etoile Capella.";O;1;;;;;;;;2017-03-06;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1991-08-01242
1450;"GILETTE (06) 16.08.1991";Alpes-Maritimes;06;"(D) Departement";1991;08;16;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A, B, C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification.<br>
Ce cas d'observation precedemment classe C fait partie d'un ensemble de cas reexamines recemment.<br>

Le 18 aoet 1991, un ufologue se presente en Gendarmerie pour rapporter une observation dont il a entendu le recit la veille. Cette observation a ete faite par un groupe de 5 enfants (de 7 e 10 ans) e Gilette le 16 aoet 1991 apres 23h. Ces enfants ont observe, dans le ciel nocturne, une masse lumineuse bleue ovoede (30 cm e bout de bras) pourvue de trous d'oe sortent des lumieres bleues moins brillantes, variant d'intensite et devenant orange. Cette masse est animee d'un mouvement pendulaire rapide et reste stationnaire. Apres 10 secondes d'observation, un eclair bleu apparaet suivi d'une serie d'eclairs. Cette masse s'allume et s'eteint toutes les 5 secondes. Un autre temoignage decrit l'objet vu depuis un autre endroit et sous un autre angle suggerant qu'il etait en survol de la vallee. Les enfants seront entendus en presence de leurs parents par la Gendarmerie mais les temoignages ne feront pas l'objet de proces verbaux d'audition.<br>

Le present temoignage est d'une etrangete importante :<br>
- objet totalement lumineux de couleur bleue pourvu de "" Trous"" dans lesquels des lumieres bleues vives passent e l'orange. Objet qui s'animait et s'eteignait toutes les 5 secondes ;<br> 
- taille de 30 cm, mesuree e bout de bras (soit 30 metres de large si place e 70m de distance !) ;<br> 
- un mouvement pendulaire ondulatoire, eclairs ne touchant pas le sol, ...<br>

Mais, ce n'est pas un temoignage, mais une description par un tiers de recits d'observation n'ayant fait l'objet d'aucun temoignage direct e la gendarmerie ou au GEIPAN. La Gendarmerie se contente d'annoncer que les enfants ayant fait l'observation confirment leurs dires tels que reportes. Ce qui est bien different d'une deposition (et reponse e question) faite par chacun d'eux et retranscrite par un gendarme.<br>

De nos jours le GEIPAN ne prend pas en compte les temoignages indirects. Un temoignage indirect ne peut pas etre consistant car l'information est souvent  insuffisante et surtout manque de fiabilite.<br>
 
En l'occurrence ici, vu l'etrangete du cas, il aurait fallu une bonne consistance pour qu'il soit exploitable
(voir l'information sur <b><a href=""http://www.cnes-geipan.fr/index.php?id=181&no_cache=1&tx_ttnews[backPid]=211&tx_ttnews[tt_news]=209"">la methodologie de classification du GEIPAN</a></b>.<br>) 

En consequence le GEIPAN classe le cas en C : temoignage inexploitable.";"Temoignages rapportes d'observations multiples faites par des enfants d'une masse lumineuse bleue avec des lumieres de couleurs variees et eclairs dans le ciel nocturne : manque d'informations fiables.";O;1;5;;1;;;;;2018-10-19;;;0.70;0.00;;;0.30;;0.70;;0.20;0.00;C;C;1991-08-01243
