id_cas;cas_numEtude;id_temoignage;tem_new;tem_chrono;obs_chrono;tem_nom_dossier;tem_title_nickname;tem_title_type;tem_resume;tem_Gi;tem_Ti;tem_Ti_type;tem_TComi;tem_age;tem_genre;tem_adr_commune;tem_adr_CP;tem_adr_dpt;tem_adr_pays;tem_xp_formation_niveau_type;tem_xp_activite_type;tem_xp_aero;tem_xp_aero_niveau;tem_xp_astro;tem_xp_astro_niveau;tem_xp_topo;tem_xp_topo_niveau;tem_xp_UFO;tem_xp_UFO_niveau;tem_obs_moyen;tem_emotions_lib;tem_activite_lib;tem_avis_interpretation_lib;tem_avis_interet_lib;tem_avis_change_lib;tem_avis_science_lib;tem_experience_change_lib;tem_photos_retouchees;tem_plans;tem_croquis;tem_public;tem_GD;tem_A;tem_PVi;tem_numSEPRA;tem_catno;id_temoignage_old;nom_temoignage_old;id_observation;obs_nb;obs_description;obs_commune_or_trajet;obs_tem_dep;obs_tem_dep_label;obs_tem_dep_vitesse;obs_AAAA;obs_MM;obs_JJ;obs_date_heure;obs_heure_plage;obs_heure_deb;obs_heure_fin;obs_heure;obs_heure_delta;obs_heure_tranche_horaire;obs_heure_approx;obs_duree_hms;obs_duree_lib;obs_duree_type;obs_1_adr_commune;obs_1_adr_CP;obs_1_adr_dpt;obs_1_adr_pays;obs_1_adr_commune_2;obs_1_adr_CP_2;obs_1_adr_dpt_2;obs_1_adr_pays_2;obs_1_cadre_reference;obs_1_cadre_reference_type;obs_1_lat;obs_1_lon;obs_1_pos_err;obs_1_env_sol;obs_1_env_sol_type;obs_1_env_relief_type;obs_conditions_tem_activite;obs_1_heure;obs_1_duree_type;obs_1_azimut;obs_1_azimut_lib;obs_1_elevation;obs_1_elevation_lib;obs_1_dist_lib;obs_1_dist_approx_type;obs_1_alt;obs_1_alt_lib;obs_1_cap;obs_1_cap_lib;obs_1_trajectoire_types;obs_1_trajectoire_lib;obs_1_dynamique_types;obs_1_vitesse_ang;obs_1_vitesse_lib;obs_1_vitesse_types;obs_1_taille_apparente_lib;obs_1_taille_apparente_type;obs_1_taille_apparente_abs;obs_1_env_odeurs_types;obs_1_tem_reaction_types;obs_conditions_apparition;obs_conditions_apparition_txt;obs_conditions_obs_direct;obs_conditions_obs_indirect;obs_conditions_env_bruit;obs_conditions_tem_activite_lib;obs_conditions_meteo;obs_conditions_meteo_lib;obs_conditions_astro;obs_conditions_astro_lib;obs_conditions_emotions;obs_1_forme_lib;obs_1_forme_types;obs_1_PAN_nature;obs_1_PAN_nature_type;obs_1_caracteristiques_types;obs_1_couleur_lib;obs_1_couleur_types;obs_1_luminosite_lib;obs_1_luminosite_types;obs_1_halo_lib;obs_1_bruit_lib;obs_1_bruit_nature_types;obs_1_bruit_intensite_types;obs_1_PAN_taille;obs_1_PAN_altitude;obs_1_distance_abs;obs_1_PAN_pos_lat;obs_1_PAN_pos_lon;obs_1_PAN_pos_approx;obs_2_cadre_reference;obs_2_cadre_reference_type;obs_2_lat;obs_2_alt;obs_2_lon;obs_2_pos_err;obs_2_env_sol;obs_2_env_sol_type;obs_2_env_relief_type;obs_2_heure;obs_2_duree_type;obs_2_azimut;obs_2_azimut_lib;obs_2_elevation;obs_2_elevation_lib;obs_2_dist_lib;obs_2_dist_approx_type;obs_2_alt_lib;obs_2_cap;obs_2_cap_lib;obs_2_trajectoire_types;obs_2_trajectoire_lib;obs_2_dynamique_types;obs_2_vitesse_ang;obs_2_vitesse_lib;obs_2_vitesse_types;obs_2_taille_apparente_lib;obs_2_taille_apparente_type;obs_2_taille_apparente_abs;obs_2_env_odeurs_types;obs_2_tem_reaction_types;obs_2_forme_lib;obs_2_forme_types;obs_2_PAN_nature;obs_2_PAN_nature_type;obs_2_caracteristiques_types;obs_2_couleur_lib;obs_2_couleur_types;obs_2_luminosite_lib;obs_2_luminosite_types;obs_2_halo_lib;obs_2_bruit_lib;obs_2_bruit_nature_types;obs_2_bruit_intensite_types;obs_2_PAN_taille;obs_2_PAN_altitude;obs_2_distance_abs;obs_2_PAN_pos_lat;obs_2_PAN_pos_lon;obs_2_PAN_pos_approx;obs_3_adr_bat;obs_3_adr_num_voie;obs_3_adr_type_voie;obs_3_adr_nom_voie;obs_3_adr_commune;obs_3_adr_CP;obs_3_adr_dpt;obs_3_adr_pays;obs_3_adr_lieu;obs_3_cadre_reference;obs_3_cadre_reference_type;obs_3_lat;obs_3_alt;obs_3_lon;obs_3_pos_err;obs_3_env_sol;obs_3_env_sol_type;obs_3_env_relief_type;obs_3_heure;obs_3_duree_type;obs_3_azimut;obs_3_azimut_lib;obs_3_elevation;obs_3_elevation_lib;obs_3_dist_lib;obs_3_dist_approx_type;obs_3_alt_lib;obs_3_cap;obs_3_cap_lib;obs_3_trajectoire_types;obs_3_trajectoire_lib;obs_3_dynamique_types;obs_3_vitesse_ang;obs_3_vitesse_lib;obs_3_vitesse_types;obs_3_taille_apparente_lib;obs_3_taille_apparente_type;obs_3_taille_apparente_abs;obs_3_env_odeurs_types;obs_3_tem_reaction_types;obs_conditions_disparition;obs_conditions_disparition_txt;obs_3_forme_lib;obs_3_forme_types;obs_3_PAN_nature;obs_3_PAN_nature_type;obs_3_caracteristiques_types;obs_3_couleur_lib;obs_3_couleur_types;obs_3_luminosite_lib;obs_3_luminosite_types;obs_3_halo_lib;obs_3_bruit_lib;obs_3_bruit_nature_types;obs_3_bruit_intensite_types;obs_3_PAN_taille;obs_3_distance_abs;obs_3_PAN_altitude;obs_3_PAN_pos_lat;obs_3_PAN_pos_lon;obs_3_PAN_pos_approx;obs_incli;obs_incli_lib;obs_deg_parcouru;obs_nb_PAN;obs_nb_PAN_lib;obs_formation;obs_formation_type;obs_caracteristiques;obs_continuite;obs_continuite_type;obs_PAN_calculs;obs_envt_equipements_actifs
1017;1980-11-00821;3353;0;;1980.11.87;"GRENOBLE (38) 11.11.1980 T3";;;;;3;T;3;"20 - 29 ans";H;;;;;;"51. Employes de la fonction publique";;;;;;;;;;;;;;;;;;;;O;2685;;3;1980308432;;;;3273;1;;1;;;;1980;11;11;"1980-11-11 12:00:00";;;;;43200;;;1/2s;;;GRENOBLE;38000;38;FR;;;;;;Ciel;45.2;5.7;0.0;;"Territoires artificialises - Zones urbanisees";;;;;0.00;;;;;;223;;135.00;;Descendante;;;;;Rapide;"le tout 20 e 30 metres de longueur";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Traenee, Queue";;Vert;;;;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3375;0;;1980.11.109;"HERMILLON (73) 11.11.1980 T1";;;;;1;T;1;"30 - 39 ans";F;;;;;;"3. Cadres et professions intellectuelles superieures";;;;;;;;;;;;;;;;;;;;O;2707;;1;1980308441;;;;3295;1;;1;;;;1980;11;11;"1980-11-11 18:30:00";18:30;;;18:30:00;0;;;;;Inconnu;HERMILLON;73300;73;FR;;;;;;Ciel;45.3;6.4;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;;;;;;;576;;180.00;;"Lineaire ou Rectiligne";;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Traenee, Queue";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3378;0;;1980.11.112;"JARRIER (73) 11.11.1980 T4";;;;;4;T;4;"20 - 29 ans";H;;;;;;;;;;;;;;;;;;;;;;;;;;O;2710;;4;1980308441;;;;3298;1;;1;;;;1980;11;11;"1980-11-11 18:40:00";18:40;;;18:40:00;0;;;;;Inconnu;JARRIER;73300;73;;;;;;;Ciel;45.3;6.3;0.0;;;"Elevations - Montagne - Haute";;;;0.00;;;;;;1097;;135.00;;Inconnu;;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;"allongee , une ampoule";"Autre forme non categorisee";;" Objet";"Objet unique";;Vert;;;;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bleu;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3291;0;;1980.11.25;"LAPTE (43) 11.11.1980 T8";;;;;8;T;8;"40 - 49 ans";H;;;;;;"41. Professions intermediaires de l'enseignement, de la sante, de la fonction publique et assimiles";;;;;;;;;;;;;;;;;;;;O;2623;;8;1980308417;;;;3211;1;;1;;;;1980;11;11;"1980-11-11 18:40:00";18:40;;;18:40:00;0;;;;;;LAPTE;43200;43;FR;;;;;;Ciel;45.2;4.2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;135.00;;;;;;856;;270.00;;"Chg direction, niveau de vol";;;;;"Variable (acceleration, deceleration, etc.) (valeur conservee pour compatibilite: utiliser la nature de la trajectoire)";;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;;;" Objet";"Objets multiples";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;" Engin";;;;;;;;;;;;;;;;;;;;"De 1 e 10";;;;;"Observation en continu";;
1017;1980-11-00821;3279;0;;1980.11.13;"LUCCIANA (2B) 11.11.1980 T3";;;"passage E-O d'un engin en forme  d'ogive tres lumineux";2;3;T;3;"30 - 39 ans";F;;;;;;"54. Employes administratifs d'entreprise";;;;;;;;;;;;;;;;;;;;O;2611;;3;1980308413;;;;3199;1;;1;;;;1980;11;11;"1980-11-11 18:30:00";18:30;;;18:30:00;0;;;;;;LUCCIANA;20290;2B;;;;;;;Ciel;42.5;9.4;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;"<b>5 Trajets</b>";;;90.00;E;;nspp;nspp;;228;;;;"Lineaire ou Rectiligne";nspp;;;;Rapide;nspp;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;"fusee avec zone sombre e sa base, ogivale";"Autre forme non categorisee";;" Objet";"Objet unique";nspp;"Orange, feu";"tres forte";;nspp;nspp;Inconnu;;;;;;;;;;;;;0.0;;"Surfaces en eau";;;;;;;;;;;;;;;;;;;;;;;;;;;" Engin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;O;;nspp;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3278;0;;1980.11.12;"LUCCIANA (2B) 11.11.1980 T4";;;;2;4;T;4;"30 - 39 ans";H;;;;;;"32. Cadres de la fonction publique, professions intellectuelles et  artistiques";;;;;;;;;;;;;;;;;;;;O;2610;;4;1980308413;;;;3198;1;;1;;;;1980;11;11;"1980-11-11 18:37:30";18:15/19:00;;;18:37:30;1350;;;3/4s;;;LUCCIANA;20290;2B;FR;;;;;;Ciel;42.5;9.4;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;"<b>5 Trajets</b>";;;90.00;E;;90e;nspp;;228;;;;Inconnu;nspp;;;;Rapide;nspp;;;;"Emotion - Curiosite, Interet - Actif";1;;Direct;;nspp;;Inconnu;;1;;;"clarte, ";"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Traenee, Queue";rougeatre;"Orange, feu";forte;;"queue de lumiere verte";nspp;Inconnu;;;;;;;;;;;;;0.0;;"Territoires agricoles";;;;;;;;;;;;;;;;;;;;;;;;boule;;;;;;Rouge;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;O;;"colline de Lucciana";;;;;;;;;;;;;;;;;0;"disparition derriere une colline";;;;;;;Vert;;;;;;;;;;;;;;;0.00;1;"Un seul";;;;;"Non precise";;nspp
1017;1980-11-00821;3326;0;;1980.11.60;"MARIGNANE (13) 11.11.1980 T1";;;;;1;T;1;"20 - 29 ans";H;;;;;;"32. Cadres de la fonction publique, professions intellectuelles et  artistiques";;;;;;;;;;;;;;;;;;;;O;2658;;1;1980308427;;;;3246;1;;1;;;;1980;11;11;"1980-11-11 18:25:00";18:25;;;18:25:00;0;;;5/10s;;;MARIGNANE;13700;13;FR;;;;;;Ciel;43.4;5.2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;135.00;;;;;;14;;270.00;;Inconnu;;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;"3D - 2 axes de symetrie - Ovoede";;" Phenomene";"Objet unique";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Blanc;;"Intensite - Claire, moyenne, ex: pleine lune (mag. -10 e -5) ";;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3327;0;;1980.11.61;"MARIGNANE (13) 11.11.1980 T2";;;;;2;T;2;"40 - 49 ans";H;;;;;;"32. Cadres de la fonction publique, professions intellectuelles et  artistiques";;;;;;;;;;;;;;;;;;;;O;2659;;2;1980308427;;;;3247;1;;1;;;;1980;11;11;"1980-11-11 18:25:00";18:25;;;18:25:00;0;;;20/30s;;;MARIGNANE;13700;13;;;;;;;Ciel;43.4;5.2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;14;;180.00;;"Lineaire ou Rectiligne";;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;;;" Termes descriptifs (lumieres, forme, etc.)";"Objet unique";;Vert;;;;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Blanc;;"Intensite - Claire, moyenne, ex: pleine lune (mag. -10 e -5) ";;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3328;0;;1980.11.62;"MARIGNANE (13) 11.11.1980 T3";;;;;3;T;3;"20 - 29 ans";H;;;;;;"3. Cadres et professions intellectuelles superieures";;;;;;;;;;;;;;;;;;;;O;2660;;3;1980308427;;;;3248;1;;1;;;;1980;11;11;"1980-11-11 18:25:00";18:25;;;18:25:00;0;;;20s;;;MARIGNANE;13700;13;;;;;;;Ciel;43.4;5.2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;14;;180.00;;"Lineaire ou Rectiligne";;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;;;" Termes descriptifs (lumieres, forme, etc.)";"Objet unique";;Vert;;;;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bleu;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3330;0;;1980.11.64;"MARIGNANE (13) 11.11.1980 T5";;;;;5;T;5;"40 - 49 ans";H;;;;;;"3. Cadres et professions intellectuelles superieures";;;;;;;;;;;;;;;;;;;;O;2662;;5;1980308427;;;;3250;1;;1;;;;1980;11;11;"1980-11-11 18:25:00";18:25;;;18:25:00;0;;;5s;;;MARIGNANE;13700;13;;;;;;;Ciel;43.4;5.2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;90.00;;;;;;14;;;;"Lineaire ou Rectiligne";;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;Bleu;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Orange, feu";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3284;0;;1980.11.18;"MAS-DE-TENCE (LE) (43) 11.11.1980 T1";;;;;1;T;1;"10 - 19 ans";H;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;2616;;1;1980308417;;;;3204;1;;1;;;;1980;11;11;"1980-11-11 18:45:00";18:45;;;18:45:00;0;;;;;Inconnu;"MAS-DE-TENCE (LE)";43190;43;FR;;;;;;Ciel;45.1;4.4;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;1037;;180.00;;Inconnu;;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;demi-sphere;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objets multiples";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;"Autre forme non categorisee";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;"De 1 e 10";;;;;"Observation en continu";;
1017;1980-11-00821;3285;0;;1980.11.19;"MAS-DE-TENCE (LE) (43) 11.11.1980 T2";;;;;2;T;2;"10 - 19 ans";H;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;2617;;2;1980308417;;;;3205;1;;1;;;;1980;11;11;"1980-11-11 19:00:00";19:00;;;19:00:00;0;;;;;Inconnu;"MAS-DE-TENCE (LE)";43190;43;FR;;;;;;Ciel;45.1;4.4;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;1037;;180.00;;Inconnu;;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;"moitie d'une boule";"3D - 2 axes de symetrie - Spherique, Boule";;;"Objets multiples";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;"Autre forme non categorisee";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;"De 1 e 10";;;;;"Observation en continu";;
1017;1980-11-00821;3286;0;;1980.11.20;"MAS-DE-TENCE (LE) (43) 11.11.1980 T3";;;;;3;T;3;"10 - 19 ans";H;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;2618;;3;1980308417;;;;3206;1;;1;;;;1980;11;11;"1980-11-11 18:35:00";18:30/18:40;;;18:35:00;300;;;15s;;;"MAS-DE-TENCE (LE)";43190;43;;;;;;;Ciel;45.1;4.4;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;1037;;180.00;;"Lineaire ou Rectiligne";;;;;Rapide;"25 cm de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;"3D - 2 axes de symetrie - Ovoede";;" Objet";"Objets multiples";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;;;;"Jaune, Ambre";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;"De 1 e 10";;;;;"Observation en continu";;
1017;1980-11-00821;3287;0;;1980.11.21;"MAS-DE-TENCE (LE) (43) 11.11.1980 T4";;;;;4;T;4;"10 - 19 ans";H;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;2619;;4;1980308417;;;;3207;1;;1;;;;1980;11;11;"1980-11-11 18:35:00";18:35;;;18:35:00;0;;;15/20s;;;"MAS-DE-TENCE (LE)";43190;43;FR;;;;;;Ciel;45.1;4.4;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;1037;;180.00;;"Lineaire ou Rectiligne";;;;;Rapide;"1,50 metres";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objets multiples";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Jaune, Ambre";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;"De 1 e 10";;;;;"Observation en continu";;
1017;1980-11-00821;3288;0;;1980.11.22;"MAS-DE-TENCE (LE) (43) 11.11.1980 T5";;;;;5;T;5;"10 - 19 ans";H;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;2620;;5;1980308417;;;;3208;1;;1;;;;1980;11;11;"1980-11-11 18:40:00";18:40;;;18:40:00;0;;;;;Inconnu;"MAS-DE-TENCE (LE)";43190;43;FR;;;;;;Ciel;45.1;4.4;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;1037;;180.00;;"Lineaire ou Rectiligne";;;;;Rapide;"2 fois un ballon de rugby";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Ovoede";;" Objet";"Objets multiples";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;;;;"Jaune, Ambre";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;"De 1 e 10";;;;;"Observation en continu";;
1017;1980-11-00821;3367;0;;1980.11.101;"MONLET (43) 11.11.1980";;;;;5;T;;"30 - 39 ans";F;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;2699;;5;1980308437;;;;3287;1;;1;;;;1980;11;11;"1980-11-11 18:40:00";18:40;;;18:40:00;0;;;1/2s;;;MONLET;43270;43;FR;;;;;;Ciel;45.2;3.7;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;1024;;180.00;;Descendante;;;;;Rapide;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3341;0;;1980.11.75;"MONTAUROUX (83) 11.11.1980 T3";;;;;3;T;3;"50 - 59 ans";H;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;2673;;3;1980308431;;;;3261;1;;1;;;;1980;11;11;"1980-11-11 18:40:00";18:40;;;18:40:00;0;;;20s;;;MONTAUROUX;83440;83;FR;;;;;;Ciel;43.6;6.8;0.0;;"Territoires artificialises - Zones urbanisees";;;;;45.00;;;"300 metres d'altitude";;;355;;;;Inconnu;;;;;Lente;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;"3D - 1 axe de symetrie - Cylindrique";;" Objet";"Objet unique";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
1017;1980-11-00821;3283;0;;1980.11.17;"MOUSTIERS-SAINTE-MARIE (04) 11.11.1980";;;"A RATTACHER AVEC LA RENTREE du 11/11/1980";;1;T;;"40 - 49 ans";H;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;2615;;1;1980308416;;;;3203;1;;1;;;;1980;11;11;"1980-11-11 18:30:00";18:30;;;18:30:00;0;;;1m;;;MOUSTIERS-SAINTE-MARIE;4360;04;FR;;;;;ciel;Ciel;43.8;6.2;0.1;;"Territoires artificialises - Zones urbanisees";;"<b>4 Loisirs et sociabilite</b>";;;;"plateau de COURCHON";;nspp;nspp;;603;;180.00;;"Lineaire ou Rectiligne";rectiligne;;;;Lente;grand;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;"engin, objet assez long";;;" Objet";"Objet unique";"vert bleute";;"lumieres clignotantes";"Type - Nature: clignotante";"deparation de lumieres";aucun;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;"plateau de Valensole";;nspp;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0.00;1;"De 1 e 10";;;;;"Non precise";;
1017;1980-11-00821;3320;0;;1980.11.54;"MURE (LA) (38) 11.11.1980 T1";;;;;1;T;1;;H;;;;;;"32. Cadres de la fonction publique, professions intellectuelles et  artistiques";;;;;;;;;;;;;;;;;;;;O;2652;;1;1980308424;;;;3240;1;;1;;;;1980;11;11;"1980-11-11 18:36:00";18:36;;;18:36:00;0;;;4/5s;;;"MURE (LA)";38350;38;;;;;;;Ciel;44.9;5.8;0.0;;"Territoires artificialises - Zones urbanisees";;;;;0.00;;;"30 degres par rapport au sol.";;;872;;135.00;;"Lineaire ou Rectiligne";;;;;Lente;"grosseur d'une noix";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Tres nuageux ou couvert";;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objet unique";;Vert;;;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
